Mod:Item:MetaData, Localized Name
gregtech:machine:1468, UV 4096A Laser Source Hatch
gregtech:machine:1469, UHV 4096A Laser Source Hatch
gregtech:machine:1470, UEV 4096A Laser Source Hatch
gregtech:machine:1471, UIV 4096A Laser Source Hatch
gregtech:machine:1472, UXV 4096A Laser Source Hatch
gregtech:machine:1473, OpV 4096A Laser Source Hatch
gregtech:machine:1510, Basic Buffer
gregtech:machine:1511, Advanced Buffer
gregtech:machine:1512, Advanced Buffer II
gregtech:machine:1515, Basic Fisher
gregtech:machine:1516, Advanced Fisher
gregtech:machine:1517, Advanced Fisher II
gregtech:machine:1518, Advanced Fisher III
gregtech:machine:1530, Basic Pump
gregtech:machine:1531, Advanced Pump
gregtech:machine:1532, Advanced Pump II
gregtech:machine:1533, Advanced Pump III
gregtech:machine:1560, Super Chest I
gregtech:machine:1561, Super Chest II
gregtech:machine:1562, Super Chest III
gregtech:machine:1563, Super Chest IV
gregtech:machine:1564, Super Chest V
gregtech:machine:1570, Quantum Chest I
gregtech:machine:1571, Quantum Chest II
gregtech:machine:1572, Quantum Chest III
gregtech:machine:1573, Quantum Chest IV
gregtech:machine:1574, Quantum Chest V
gregtech:machine:1575, Super Tank I
gregtech:machine:1576, Super Tank II
gregtech:machine:1577, Super Tank III
gregtech:machine:1578, Super Tank IV
gregtech:machine:1579, Super Tank V
gregtech:machine:1585, Quantum Tank I
gregtech:machine:1586, Quantum Tank II
gregtech:machine:1587, Quantum Tank III
gregtech:machine:1588, Quantum Tank IV
gregtech:machine:1589, Quantum Tank V
gregtech:machine:1590, Basic Block Breaker
gregtech:machine:1591, Advanced Block Breaker
gregtech:machine:1592, Advanced Block Breaker II
gregtech:machine:1593, Advanced Block Breaker III
gregtech:machine:1596, Wooden Tank Valve
gregtech:machine:1597, Wooden Multiblock Tank
gregtech:machine:1598, Steel Tank Valve
gregtech:machine:1599, Steel Multiblock Tank
gregtech:machine:1610, Wooden Barrel
gregtech:machine:1611, Bronze Drum
gregtech:machine:1612, Steel Drum
gregtech:machine:1613, Aluminium Drum
gregtech:machine:1614, Stainless Steel Drum
gregtech:machine:1615, Titanium Drum
gregtech:machine:1616, Tungstensteel Drum
gregtech:machine:1617, Gold Drum
gregtech:machine:1625, Wooden Crate
gregtech:machine:1626, Bronze Crate
gregtech:machine:1627, Steel Crate
gregtech:machine:1628, Aluminium Crate
gregtech:machine:1629, Stainless Steel Crate
gregtech:machine:1630, Titanium Crate
gregtech:machine:1631, Tungstensteel Crate
gregtech:machine:1640, HV Rotor Holder
gregtech:machine:1641, EV Rotor Holder
gregtech:machine:1642, IV Rotor Holder
gregtech:machine:1643, LuV Rotor Holder
gregtech:machine:1644, ZPM Rotor Holder
gregtech:machine:1645, UV Rotor Holder
gregtech:machine:1646, Locked Safe
gregtech:machine:1647, Crafting Station
gregtech:machine:1648, Primitive Water Pump
gregtech:machine:1649, Pump Output Hatch
gregtech:machine:1650, Infinite GT Energy Unit Emitter
gregtech:machine:1651, Output Bus (Steam)
gregtech:machine:1652, Input Bus (Steam)
gregtech:machine:1653, Steam Hatch
gregtech:machine:1654, Maintenance Hatch
gregtech:machine:1655, Configurable Maintenance Hatch
gregtech:machine:1656, Automatic Maintenance Hatch
gregtech:machine:1401, Automatic Filtration Maintenance Hatch
gregtech:machine:1657, LV Muffler Hatch
gregtech:machine:1658, MV Muffler Hatch
gregtech:machine:1659, HV Muffler Hatch
gregtech:machine:1660, EV Muffler Hatch
gregtech:machine:1661, IV Muffler Hatch
gregtech:machine:1662, LuV Muffler Hatch
gregtech:machine:1663, ZPM Muffler Hatch
gregtech:machine:1664, UV Muffler Hatch
gregtech:machine:1667, Monitor Screen
gregtech:machine:1668, Creative Quantum Chest
gregtech:machine:1669, Creative Quantum Tank
gregtech:machine:1745, ME Output Hatch
gregtech:machine:1746, ME Output Bus
gregtech:machine:1747, ME Input Hatch
gregtech:machine:1748, ME Input Bus
gregtech:machine:1749, Long Distance Item Pipeline Endpoint
gregtech:machine:1750, Long Distance Fluid Pipeline Endpoint
gregtech:machine:1751, Alarm
gregtech:machine:1752, ME Stocking Input Bus
gregtech:machine:1753, ME Stocking Input Hatch
gregtech:machine:1780, IV Quadruple Input Hatch
gregtech:machine:1781, LuV Quadruple Input Hatch
gregtech:machine:1782, ZPM Quadruple Input Hatch
gregtech:machine:1783, UV Quadruple Input Hatch
gregtech:machine:1784, UHV Quadruple Input Hatch
gregtech:machine:1785, IV Nonuple Input Hatch
gregtech:machine:1786, LuV Nonuple Input Hatch
gregtech:machine:1787, ZPM Nonuple Input Hatch
gregtech:machine:1788, UV Nonuple Input Hatch
gregtech:machine:1789, UHV Nonuple Input Hatch
gregtech:machine:1790, IV Quadruple Output Hatch
gregtech:machine:1791, LuV Quadruple Output Hatch
gregtech:machine:1792, ZPM Quadruple Output Hatch
gregtech:machine:1793, UV Quadruple Output Hatch
gregtech:machine:1794, UHV Quadruple Output Hatch
gregtech:machine:1795, IV Nonuple Output Hatch
gregtech:machine:1796, LuV Nonuple Output Hatch
gregtech:machine:1797, ZPM Nonuple Output Hatch
gregtech:machine:1798, UV Nonuple Output Hatch
gregtech:machine:1799, UHV Nonuple Output Hatch
gregtech:machine:2000, Large Maceration Tower
gregtech:machine:2001, Alloy Blast Smelter
gregtech:machine:2002, Large Arc Smelter
gregtech:machine:2003, Large Assembling Factory
gregtech:machine:2004, Large Autoclave Chamber
gregtech:machine:2005, Large Material Press
gregtech:machine:2006, Large Brewing Vat
gregtech:machine:2007, Large Centrifuge Unit
gregtech:machine:2008, Large Chemical Bath
gregtech:machine:2010, Large Extracting Machine
gregtech:machine:2011, Large Cutting Machine
gregtech:machine:2012, Large Fractionating Distillery
gregtech:machine:2013, Large Electrolysis Plant
gregtech:machine:2014, Large Electromagnet
gregtech:machine:2015, Large Extrusion Machine
gregtech:machine:2016, Large Solidification Array
gregtech:machine:2017, Large Mixing Vessel
gregtech:machine:2018, Large Packaging Machine
gregtech:machine:2019, Large Engraving Machine
gregtech:machine:2020, Large Sifting Funnel
gregtech:machine:2021, Large Wire Factory
gregtech:machine:2022, Electric Implosion Compressor
gregtech:machine:2025, Rotary Hearth Furnace
gregtech:machine:2026, Bulk Blast Chiller
gregtech:machine:2027, Industrial Steam Engine
gregtech:machine:2028, Large Circuit Assembler
gregtech:machine:2050, Elite Parallel Control Hatch
gregtech:machine:2051, Master Parallel Control Hatch
gregtech:machine:2052, Ultimate Parallel Control Hatch
gregtech:machine:2053, Super Parallel Control Hatch
gregtech:machine:2054, Primitive Voltage Control Unit
gregtech:machine:2055, Basic Voltage Control Unit
gregtech:machine:2056, Good Voltage Control Unit
gregtech:machine:2057, Advanced Voltage Control Unit
gregtech:machine:2058, Extreme Voltage Control Unit
gregtech:machine:2059, Elite Voltage Control Unit
gregtech:machine:2060, Master Voltage Control Unit
gregtech:machine:2061, Ultimate Voltage Control Unit
gregtech:machine:2062, Super Voltage Control Unit
gregtech:machine:2063, Infinite Voltage Control Unit
gregtech:machine:2064, Ultra Voltage Control Unit
gregtech:machine:2065, Insane Voltage Control Unit
gregtech:machine:2066, Legendary Voltage Control Unit
gregtech:machine:2067, gcym.machine.tiered_hatch.opv.name
gregtech:machine:2068, Maximum Voltage Control Unit
gregtech:machine:3001, Solar Thermal Concentrator
gregtech:machine:3002, Bacterial Vat
gregtech:machine:3003, Vacuum Furnace
gregtech:machine:3004, Astro Mining Station
gregtech:machine:3005, Bedrock Pump
gregtech:machine:3006, Black Hole Compressor
gregtech:machine:3007, Catalytic Reformation Unit
gregtech:machine:3008, Solid Fuel Generator
gregtech:machine:3009, Coker
gregtech:machine:3010, Vacuum Distillation Tower
gregtech:machine:3011, Dilution Tank
gregtech:machine:3012, Fermentation Vat
gregtech:machine:3013, Fischer Tropsch Reactor
gregtech:machine:3014, Bio Reactor
gregtech:machine:3015, Textile Factory
gregtech:machine:3016, Electrolytic Cell
gregtech:machine:3017, Neutron Accelerator
gregtech:machine:3018, Engraving Unit
gregtech:machine:3019, Chemical Plant
gregtech:machine:3020, Clarifier
gregtech:machine:3021, Froth Flotation Unit
gregtech:machine:3022, Digester
gregtech:machine:3023, Nanoscale Fabricator
gregtech:machine:3024, Polymerization Tank
gregtech:machine:3025, Thermal Press
gregtech:machine:3026, High Temperature Distillation
gregtech:machine:3027, Large CVD Unit
gregtech:machine:3028, Condensation Unit
gregtech:machine:3029, Cryogenic Distillation Plant
gregtech:machine:3030, Rare Gas Stripping Column
gregtech:machine:3031, Pressue Swing Adsorber
gregtech:machine:3032, Phase Separator
gregtech:machine:3033, Dissolution Tank
gregtech:machine:3034, Burner Reactor
gregtech:machine:3035, Dilution Refrigerator
gregtech:machine:3036, Gravity Separator
gregtech:machine:3037, Sintering Oven
gregtech:machine:3038, Enzymatic Hydrolisis Tank
gregtech:machine:3039, gtb.machine.curing_oven.name
gregtech:machine:3040, gtb.machine.catalytic_cracking_unit.name
gregtech:machine:3041, gtb.machine.vulcanized_press.name
gregtech:machine:3042, gtb.machine.gravity_settler_tank.name
gregtech:machine:3043, gtb.machine.vis_breaker.name
gregtech:machine:3044, gtb.machine.vacuum_metalizer.name
gregtech:machine:3045, gtb.machine.oxidation_furnace.name
gregtech:machine:3046, gtb.machine.mocvd_unit.name
gregtech:machine:3047, gtb.machine.high_temp_polymerization_tank.name
gregtech:machine:4012, Basic Crystallizer
gregtech:machine:4013, Advanced Crystallizer
gregtech:machine:4014, Advanced Crystallizer II
gregtech:machine:4015, Advanced Crystallizer III
gregtech:machine:4016, Elite Crystallizer
gregtech:machine:4017, Elite Crystallizer II
gregtech:machine:4018, Elite Crystallizer III
gregtech:machine:4019, Ultimate Crystallizer
gregtech:machine:4020, gtb.machine.crystallizers.uhv.name
gregtech:machine:4021, gtb.machine.crystallizers.uev.name
gregtech:machine:4022, gtb.machine.crystallizers.uiv.name
gregtech:machine:4023, gtb.machine.crystallizers.uxv.name
gregtech:machine:4024, gtb.machine.crystallizers.opv.name
gregtech:machine:4025, gtb.machine.crystallizers.max.name
gregtech:machine:4028, Basic Dehydrator
gregtech:machine:4029, Advanced Dehydrator
gregtech:machine:4030, Advanced Dehydrator II
gregtech:machine:4031, Advanced Dehydrator III
gregtech:machine:4032, Elite Dehydrator
gregtech:machine:4033, Elite Dehydrator II
gregtech:machine:4034, Elite Dehydrator III
gregtech:machine:4035, Ultimate Dehydrator
gregtech:machine:4036, gtb.machine.dehydrator.uhv.name
gregtech:machine:4037, gtb.machine.dehydrator.uev.name
gregtech:machine:4038, gtb.machine.dehydrator.uiv.name
gregtech:machine:4039, gtb.machine.dehydrator.uxv.name
gregtech:machine:4040, gtb.machine.dehydrator.opv.name
gregtech:machine:4041, gtb.machine.dehydrator.max.name
gregtech:machine:4044, Basic Microscope
gregtech:machine:4045, Advanced Microscope
gregtech:machine:4046, Advanced Microscope II
gregtech:machine:4047, Advanced Microscope III
gregtech:machine:4048, Elite Microscope
gregtech:machine:4049, Elite Microscope II
gregtech:machine:4050, Elite Microscope III
gregtech:machine:4051, Ultimate Microscope
gregtech:machine:4052, gtb.machine.microscope.uhv.name
gregtech:machine:4053, gtb.machine.microscope.uev.name
gregtech:machine:4054, gtb.machine.microscope.uiv.name
gregtech:machine:4055, gtb.machine.microscope.uxv.name
gregtech:machine:4056, gtb.machine.microscope.opv.name
gregtech:machine:4057, gtb.machine.microscope.max.name
gregtech:machine:4060, Basic Rotary Evaporator
gregtech:machine:4061, Advanced Rotary Evaporator
gregtech:machine:4062, Advanced Rotary Evaporator II
gregtech:machine:4063, Advanced Rotary Evaporator III
gregtech:machine:4064, Elite Rotary Evaporator
gregtech:machine:4065, Elite Rotary Evaporator II
gregtech:machine:4066, Elite Rotary Evaporator III
gregtech:machine:4067, Ultimate Rotary Evaporator
gregtech:machine:4068, gtb.machine.rotary_evaporator.uhv.name
gregtech:machine:4069, gtb.machine.rotary_evaporator.uev.name
gregtech:machine:4070, gtb.machine.rotary_evaporator.uiv.name
gregtech:machine:4071, gtb.machine.rotary_evaporator.uxv.name
gregtech:machine:4072, gtb.machine.rotary_evaporator.opv.name
gregtech:machine:4073, gtb.machine.rotary_evaporator.max.name
gregtech:machine:4090, Basic CVD Unit
gregtech:machine:4091, Advanced CVD Unit
gregtech:machine:4092, Advanced CVD Unit II
gregtech:machine:4093, Advanced CVD Unit III
gregtech:machine:4094, Elite CVD Unit
gregtech:machine:4095, Elite CVD Unit II
gregtech:machine:4096, Elite CVD Unit III
gregtech:machine:4097, Ultimate CVD Unit
gregtech:machine:4098, gtb.machine.cvd_unit.uhv.name
gregtech:machine:4099, gtb.machine.cvd_unit.uev.name
gregtech:machine:4100, gtb.machine.cvd_unit.uiv.name
gregtech:machine:4101, gtb.machine.cvd_unit.uxv.name
gregtech:machine:4102, gtb.machine.cvd_unit.opv.name
gregtech:machine:4103, gtb.machine.cvd_unit.max.name
gregtech:machine:4110, Basic Ion Implanter
gregtech:machine:4111, Advanced Ion Implanter
gregtech:machine:4112, Advanced Ion Implanter II
gregtech:machine:4113, Advanced Ion Implanter III
gregtech:machine:4114, Elite Ion Implanter
gregtech:machine:4115, Elite Ion Implanter II
gregtech:machine:4116, Elite Ion Implanter III
gregtech:machine:4117, Ultimate Ion Implanter
gregtech:machine:4118, gtb.machine.ion_implanter.uhv.name
gregtech:machine:4119, gtb.machine.ion_implanter.uev.name
gregtech:machine:4120, gtb.machine.ion_implanter.uiv.name
gregtech:machine:4121, gtb.machine.ion_implanter.uxv.name
gregtech:machine:4122, gtb.machine.ion_implanter.opv.name
gregtech:machine:4123, gtb.machine.ion_implanter.max.name
gregtech:machine:4130, Basic Roaster
gregtech:machine:4131, Advanced Roaster
gregtech:machine:4132, Advanced Roaster II
gregtech:machine:4133, Advanced Roaster III
gregtech:machine:4134, Elite Roaster
gregtech:machine:4135, Elite Roaster II
gregtech:machine:4136, Elite Roaster III
gregtech:machine:4137, Ultimate Roaster
gregtech:machine:4138, gtb.machine.roaster.uhv.name
gregtech:machine:4139, gtb.machine.roaster.uev.name
gregtech:machine:4140, gtb.machine.roaster.uiv.name
gregtech:machine:4141, gtb.machine.roaster.uxv.name
gregtech:machine:4142, gtb.machine.roaster.opv.name
gregtech:machine:4143, gtb.machine.roaster.max.name
gregtech:machine:4150, Basic Dryer
gregtech:machine:4151, Advanced Dryer
gregtech:machine:4152, Advanced Dryer  II
gregtech:machine:4153, Advanced Dryer III
gregtech:machine:4154, Elite Dryer
gregtech:machine:4155, Elite Dryer II
gregtech:machine:4156, Elite Dryer III
gregtech:machine:4157, Ultimate Dryer
gregtech:machine:4158, gtb.machine.dryer.uhv.name
gregtech:machine:4159, gtb.machine.dryer.uev.name
gregtech:machine:4160, gtb.machine.dryer.uiv.name
gregtech:machine:4161, gtb.machine.dryer.uxv.name
gregtech:machine:4162, gtb.machine.dryer.opv.name
gregtech:machine:4163, gtb.machine.dryer.max.name
gregtech:machine:4170, Basic Electron Beam Lithographer
gregtech:machine:4171, Advanced Electron Beam Lithographer
gregtech:machine:4172, Advanced Electron Beam Lithographer II
gregtech:machine:4173, Advanced Electron Beam Lithographer III
gregtech:machine:4174, Elite Electron Beam Lithographer
gregtech:machine:4175, Elite Electron Beam Lithographer II
gregtech:machine:4176, Elite Electron Beam Lithographer III
gregtech:machine:4177, Ultimate Electron Beam Lithographer
gregtech:machine:4178, gtb.machine.electron_beam_lithographer.uhv.name
gregtech:machine:4179, gtb.machine.electron_beam_lithographer.uev.name
gregtech:machine:4180, gtb.machine.electron_beam_lithographer.uiv.name
gregtech:machine:4181, gtb.machine.electron_beam_lithographer.uxv.name
gregtech:machine:4182, gtb.machine.electron_beam_lithographer.opv.name
gregtech:machine:4183, gtb.machine.electron_beam_lithographer.max.name
gregtech:machine:4190, Basic Bio Reactor
gregtech:machine:4191, Advanced Bio Reactor
gregtech:machine:4192, Advanced Bio Reactor II
gregtech:machine:4193, Advanced Bio Reactor III
gregtech:machine:4194, Elite Bio Reactor
gregtech:machine:4200, Basic Vacuum Ejector
gregtech:machine:4201, Advanced Vacuum Ejector
gregtech:machine:4202, Advanced Vacuum Ejector II
gregtech:machine:4220, gtb.machine.ion_exchange_unit.lv.name
gregtech:machine:4221, gtb.machine.ion_exchange_unit.mv.name
gregtech:machine:4222, gtb.machine.ion_exchange_unit.hv.name
gregtech:machine:4223, gtb.machine.ion_exchange_unit.ev.name
gregtech:machine:4224, gtb.machine.ion_exchange_unit.iv.name
gregtech:machine:4225, gtb.machine.ion_exchange_unit.luv.name
gregtech:machine:4226, gtb.machine.ion_exchange_unit.zpm.name
gregtech:machine:4227, gtb.machine.ion_exchange_unit.uv.name
gregtech:machine:4228, gtb.machine.ion_exchange_unit.uhv.name
gregtech:machine:4229, gtb.machine.ion_exchange_unit.uev.name
gregtech:machine:4230, gtb.machine.ion_exchange_unit.uiv.name
gregtech:machine:4231, gtb.machine.ion_exchange_unit.uxv.name
gregtech:machine:4232, gtb.machine.ion_exchange_unit.opv.name
gregtech:machine:4233, gtb.machine.ion_exchange_unit.max.name
gregtech:machine:4240, gtb.machine.uv_light.lv.name
gregtech:machine:4241, gtb.machine.uv_light.mv.name
gregtech:machine:4242, gtb.machine.uv_light.hv.name
gregtech:machine:4243, gtb.machine.uv_light.ev.name
gregtech:machine:4244, gtb.machine.uv_light.iv.name
gregtech:machine:4245, gtb.machine.uv_light.luv.name
gregtech:machine:4246, gtb.machine.uv_light.zpm.name
gregtech:machine:4247, gtb.machine.uv_light.uv.name
gregtech:machine:4248, gtb.machine.uv_light.uhv.name
gregtech:machine:4249, gtb.machine.uv_light.uev.name
gregtech:machine:4250, gtb.machine.uv_light.uiv.name
gregtech:machine:4251, gtb.machine.uv_light.uxv.name
gregtech:machine:4252, gtb.machine.uv_light.opv.name
gregtech:machine:4253, gtb.machine.uv_light.max.name
gregtech:machine:4260, gtb.machine.fluid_compressor.lv.name
gregtech:machine:4261, gtb.machine.fluid_compressor.mv.name
gregtech:machine:4262, gtb.machine.fluid_compressor.hv.name
gregtech:machine:4263, gtb.machine.fluid_compressor.ev.name
gregtech:machine:4264, gtb.machine.fluid_compressor.iv.name
gregtech:machine:4265, gtb.machine.fluid_compressor.luv.name
gregtech:machine:4266, gtb.machine.fluid_compressor.zpm.name
gregtech:machine:4267, gtb.machine.fluid_compressor.uv.name
gregtech:machine:4268, gtb.machine.fluid_compressor.uhv.name
gregtech:machine:4269, gtb.machine.fluid_compressor.uev.name
gregtech:machine:4270, gtb.machine.fluid_compressor.uiv.name
gregtech:machine:4271, gtb.machine.fluid_compressor.uxv.name
gregtech:machine:4272, gtb.machine.fluid_compressor.opv.name
gregtech:machine:4273, gtb.machine.fluid_compressor.max.name
gregtech:machine:4280, gtb.machine.plasma_etcher.lv.name
gregtech:machine:4281, gtb.machine.plasma_etcher.mv.name
gregtech:machine:4282, gtb.machine.plasma_etcher.hv.name
gregtech:machine:4283, gtb.machine.plasma_etcher.ev.name
gregtech:machine:4284, gtb.machine.plasma_etcher.iv.name
gregtech:machine:4285, gtb.machine.plasma_etcher.luv.name
gregtech:machine:4286, gtb.machine.plasma_etcher.zpm.name
gregtech:machine:4287, gtb.machine.plasma_etcher.uv.name
gregtech:machine:4288, gtb.machine.plasma_etcher.uhv.name
gregtech:machine:4289, gtb.machine.plasma_etcher.uev.name
gregtech:machine:4290, gtb.machine.plasma_etcher.uiv.name
gregtech:machine:4291, gtb.machine.plasma_etcher.uxv.name
gregtech:machine:4292, gtb.machine.plasma_etcher.opv.name
gregtech:machine:4293, gtb.machine.plasma_etcher.max.name
gregtech:machine:8503, Basic Slicing Machine
gregtech:machine:8504, Advanced Slicing Machine
gregtech:machine:8505, Advanced Slicing Machine II
gregtech:machine:8506, Advanced Slicing Machine III
gregtech:machine:8507, Elite Slicing Machine
gregtech:machine:8508, Elite Slicing Machine II
gregtech:machine:8509, Elite Slicing Machine III
gregtech:machine:8510, Ultimate Slicing Machine
gregtech:machine:8511, High-Tech Slicing Machine
gregtech:machine:8512, High-Tech Slicing Machine II
gregtech:machine:8513, High-Tech Slicing Machine III
gregtech:machine:8514, High-Tech Slicing Machine IV
gregtech:machine:8515, Legendary Slicing Machine
gregtech:machine:8516, Primitive Baking Oven
gregtech:machine:8517, Electric Baking Oven
gregtech:machine:8518, Basic Cuisine Assembler
gregtech:machine:8519, Advanced Cuisine Assembler
gregtech:machine:8520, Advanced Cuisine Assembler II
gregtech:machine:8521, Advanced Cuisine Assembler III
gregtech:machine:8522, Elite Cuisine Assembler
gregtech:machine:8523, Elite Cuisine Assembler II
gregtech:machine:8524, Elite Cuisine Assembler III
gregtech:machine:8525, Ultimate Cuisine Assembler
gregtech:machine:8526, High-Tech Cuisine Assembler
gregtech:machine:8527, High-Tech Cuisine Assembler II
gregtech:machine:8528, High-Tech Cuisine Assembler III
gregtech:machine:8529, High-Tech Cuisine Assembler IV
gregtech:machine:8530, Legendary Cuisine Assembler
gregtech:machine:8531, Basic Microwave
gregtech:machine:8532, Advanced Microwave
gregtech:machine:8533, Advanced Microwave II
gregtech:machine:8534, Advanced Microwave III
gregtech:machine:8535, Elite Microwave
gregtech:machine:8536, Elite Microwave II
gregtech:machine:8537, Elite Microwave III
gregtech:machine:8538, Ultimate Microwave
gregtech:machine:8539, High-Tech Microwave
gregtech:machine:8540, High-Tech Microwave II
gregtech:machine:8541, High-Tech Microwave III
gregtech:machine:8542, High-Tech Microwave IV
gregtech:machine:8543, Legendary Microwave
gregtech:machine:8544, Steam Baking Oven
gregtech:machine:8545, Basic Mob Age Sorter
gregtech:machine:8546, Advanced Mob Age Sorter
gregtech:machine:8547, Advanced Mob Age Sorter II
gregtech:machine:8548, Advanced Mob Age Sorter III
gregtech:machine:8549, Basic Mob Exterminator
gregtech:machine:8550, Advanced Mob Exterminator
gregtech:machine:8551, Advanced Mob Exterminator II
gregtech:machine:8552, Advanced Mob Exterminator III
gregtech:machine:8553, Basic Mob Extractor
gregtech:machine:8554, Advanced Mob Extractor
gregtech:machine:8555, Advanced Mob Extractor II
gregtech:machine:8556, Advanced Mob Extractor III
gregtech:machine:8557, Elite Mob Extractor
gregtech:machine:8558, Elite Mob Extractor II
gregtech:machine:8559, Elite Mob Extractor III
gregtech:machine:8560, Elite Mob Extractor IV
gregtech:machine:8561, Basic Farmer
gregtech:machine:8562, Advanced Farmer
gregtech:machine:8563, Advanced Farmer II
gregtech:machine:8564, Advanced Farmer III
gregtech:machine:8565, Greenhouse
gregtech:machine:8566, Basic Multicooker
gregtech:machine:8567, Advanced Multicooker
gregtech:machine:8568, Advanced Multicooker II
gregtech:machine:8569, Advanced Multicooker III
gregtech:machine:8570, Elite Multicooker
gregtech:machine:8571, Elite Multicooker II
gregtech:machine:8572, Elite Multicooker III
gregtech:machine:8573, Ultimate Multicooker
gregtech:machine:8574, High-Tech Multicooker
gregtech:machine:8575, High-Tech Multicooker II
gregtech:machine:8576, High-Tech Multicooker III
gregtech:machine:8577, High-Tech Multicooker IV
gregtech:machine:8578, Legendary Multicooker
gregtech:machine:8581, Kitchen
gregtech:machine:10100, Armor Workbench
gregtech:machine:10101, Tesla Tower
gregtech:machine:10490, mechtech.machine.energy_sink.name
gregtech:machine:13999, Wireless Energy Hatch（§8ULV§r）
gregtech:machine:14000, Wireless Energy Hatch（§7LV§r）
gregtech:machine:14001, Wireless Energy Hatch（§bMV§r）
gregtech:machine:14002, Wireless Energy Hatch（§6HV§r）
gregtech:machine:14003, Wireless Energy Hatch（§5EV§r）
gregtech:machine:14004, Wireless Energy Hatch（§1IV§r）
gregtech:machine:14005, Wireless Energy Hatch（§dLuV§r）
gregtech:machine:14006, Wireless Energy Hatch（§cZPM§r）
gregtech:machine:14007, Wireless Energy Hatch（§3UV§r）
gregtech:machine:14008, Wireless Energy Hatch（§4UHV§r）
gregtech:machine:14009, Wireless Energy Hatch（§aUEV§r）
gregtech:machine:14010, Wireless Energy Hatch（§2UIV§r）
gregtech:machine:14011, Wireless Energy Hatch（§eUXV§r）
gregtech:machine:14012, Wireless Energy Hatch（§9OpV§r）
gregtech:machine:14013, Wireless Energy Hatch（§c§lMAX§r）
gregtech:machine:14014, 4A Wireless Energy Hatch（§8ULV§r）
gregtech:machine:14015, 4A Wireless Energy Hatch（§7LV§r）
gregtech:machine:14016, 4A Wireless Energy Hatch（§bMV§r）
gregtech:machine:14017, 4A Wireless Energy Hatch（§6HV§r）
gregtech:machine:14018, 4A Wireless Energy Hatch（§5EV§r）
gregtech:machine:14019, 4A Wireless Energy Hatch（§1IV§r）
gregtech:machine:14020, 4A Wireless Energy Hatch（§dLuV§r）
gregtech:machine:14021, 4A Wireless Energy Hatch（§cZPM§r）
gregtech:machine:14022, 4A Wireless Energy Hatch（§3UV§r）
gregtech:machine:14023, 4A Wireless Energy Hatch（§4UHV§r）
gregtech:machine:14024, 4A Wireless Energy Hatch（§aUEV§r）
gregtech:machine:14025, 4A Wireless Energy Hatch（§2UIV§r）
gregtech:machine:14026, 4A Wireless Energy Hatch（§eUXV§r）
gregtech:machine:14027, 4A Wireless Energy Hatch（§9OpV§r）
gregtech:machine:14028, 4A Wireless Energy Hatch（§c§lMAX§r）
gregtech:machine:14029, 16A Wireless Energy Hatch（§8ULV§r）
gregtech:machine:14030, 16A Wireless Energy Hatch（§7LV§r）
gregtech:machine:14031, 16A Wireless Energy Hatch（§bMV§r）
gregtech:machine:14032, 16A Wireless Energy Hatch（§6HV§r）
gregtech:machine:14033, 16A Wireless Energy Hatch（§5EV§r）
gregtech:machine:14034, 16A Wireless Energy Hatch（§1IV§r）
gregtech:machine:14035, 16A Wireless Energy Hatch（§dLuV§r）
gregtech:machine:14036, 16A Wireless Energy Hatch（§cZPM§r）
gregtech:machine:14037, 16A Wireless Energy Hatch（§3UV§r）
gregtech:machine:14038, 16A Wireless Energy Hatch（§4UHV§r）
gregtech:machine:14039, 16A Wireless Energy Hatch（§aUEV§r）
gregtech:machine:14040, 16A Wireless Energy Hatch（§2UIV§r）
gregtech:machine:14041, 16A Wireless Energy Hatch（§eUXV§r）
gregtech:machine:14042, 16A Wireless Energy Hatch（§9OpV§r）
gregtech:machine:14043, 16A Wireless Energy Hatch（§c§lMAX§r）
gregtech:machine:14044, 64A Wireless Energy Hatch（§8ULV§r）
gregtech:machine:14045, 64A Wireless Energy Hatch（§7LV§r）
gregtech:machine:14046, 64A Wireless Energy Hatch（§bMV§r）
gregtech:machine:14047, 64A Wireless Energy Hatch（§6HV§r）
gregtech:machine:14048, 64A Wireless Energy Hatch（§5EV§r）
gregtech:machine:14049, 64A Wireless Energy Hatch（§1IV§r）
gregtech:machine:14050, 64A Wireless Energy Hatch（§dLuV§r）
gregtech:machine:14051, 64A Wireless Energy Hatch（§cZPM§r）
gregtech:machine:14052, 64A Wireless Energy Hatch（§3UV§r）
gregtech:machine:14053, 64A Wireless Energy Hatch（§4UHV§r）
gregtech:machine:14054, 64A Wireless Energy Hatch（§aUEV§r）
gregtech:machine:14055, 64A Wireless Energy Hatch（§2UIV§r）
gregtech:machine:14056, 64A Wireless Energy Hatch（§eUXV§r）
gregtech:machine:14057, 64A Wireless Energy Hatch（§9OpV§r）
gregtech:machine:14058, 64A Wireless Energy Hatch（§c§lMAX§r）
gregtech:machine:14059, 256A Wireless Energy Hatch（§8ULV§r）
gregtech:machine:14060, 256A Wireless Energy Hatch（§7LV§r）
gregtech:machine:14061, 256A Wireless Energy Hatch（§bMV§r）
gregtech:machine:14062, 256A Wireless Energy Hatch（§6HV§r）
gregtech:machine:14063, 256A Wireless Energy Hatch（§5EV§r）
gregtech:machine:14064, 256A Wireless Energy Hatch（§1IV§r）
gregtech:machine:14065, 256A Wireless Energy Hatch（§dLuV§r）
gregtech:machine:14066, 256A Wireless Energy Hatch（§cZPM§r）
